50a382c6-e848-467d-b156-7a1a3610b522,,evolutie van economische voorspellingen,http://data.europa.eu/esco/skill/50a382c6-e848-467d-b156-7a1a3610b522,ab0d6d6e-7a08-4c4c-8f89-b118aa971f0b,KN-1613,Modélisation économique,Economische modellen,,skos:closeMatch,
5f302d63-048e-451c-b150-97c124a5a26b,,economische tendensen analyseren,http://data.europa.eu/esco/skill/5f302d63-048e-451c-b150-97c124a5a26b,ab0d6d6e-7a08-4c4c-8f89-b118aa971f0b,KN-1613,Modélisation économique,Economische modellen,,skos:closeMatch,
f2a34d6b-131a-4b8f-a110-898b9c91d18f,,economische trends voorspellen,http://data.europa.eu/esco/skill/f2a34d6b-131a-4b8f-a110-898b9c91d18f,ab0d6d6e-7a08-4c4c-8f89-b118aa971f0b,KN-1613,Modélisation économique,Economische modellen,,skos:closeMatch,
3172f001-a4dd-4e7e-9f74-9707b2e7c6e1,,kaarten lezen,http://data.europa.eu/esco/skill/3172f001-a4dd-4e7e-9f74-9707b2e7c6e1,a67285a6-f6d5-4d9a-b2da-10298da946af,KN-1614,Lecture de plan urbain,Stadsplannen lezen,,skos:closeMatch,
c330db31-7fa9-4a8c-8ad6-baa957bcfed1,,besturingssystemen installeren,http://data.europa.eu/esco/skill/c330db31-7fa9-4a8c-8ad6-baa957bcfed1,557f9cc0-3bef-4247-9731-ff7efd1979c4,KN-1615,Système d'exploitation HP-Ux,HP-Ux (besturingssysteem),,skos:closeMatch,
91a36728-ce00-4293-bdac-4e24eced9c86,,opiniepeiling,http://data.europa.eu/esco/skill/91a36728-ce00-4293-bdac-4e24eced9c86,9101e2fa-2e61-44e5-9247-c9c90b76b467,KN-1617,Techniques de sondage d'opinions,Opiniepeilingstechnieken,,skos:broadMatch,
e19b64a9-9816-4561-9b93-6222fc925c10,,peilingstechnieken,http://data.europa.eu/esco/skill/e19b64a9-9816-4561-9b93-6222fc925c10,9101e2fa-2e61-44e5-9247-c9c90b76b467,KN-1617,Techniques de sondage d'opinions,Opiniepeilingstechnieken,,skos:exactMatch,
c330db31-7fa9-4a8c-8ad6-baa957bcfed1,,besturingssystemen installeren,http://data.europa.eu/esco/skill/c330db31-7fa9-4a8c-8ad6-baa957bcfed1,44ce66dc-a025-4582-b89f-b594ced28f8e,KN-1618,Système d'exploitation Irix,Besturingssysteem Irix,,skos:closeMatch,
14f9a27c-d52e-4e3d-9819-e564d4ec3d71,,kunstcollecties,http://data.europa.eu/esco/skill/14f9a27c-d52e-4e3d-9819-e564d4ec3d71,51a04596-4a67-4bd9-baa9-3fb47abd8601,KN-162,Muséographie,Museumkunde,,skos:narrowMatch,
341c4478-c976-4ff0-a102-cfd92174d873,,vennootschapsrecht,http://data.europa.eu/esco/skill/341c4478-c976-4ff0-a102-cfd92174d873,3ddcbc0f-88b5-4091-822d-d6b5c030a6e7,KN-1620,Droit économique,Economisch recht,,skos:closeMatch,
88af9294-b697-4687-ae19-aefbb6234dfa,,economie,http://data.europa.eu/esco/skill/88af9294-b697-4687-ae19-aefbb6234dfa,3ddcbc0f-88b5-4091-822d-d6b5c030a6e7,KN-1620,Droit économique,Economisch recht,,skos:closeMatch,
99571e68-801f-49af-a897-5f75996642e1,,financiële analyse,http://data.europa.eu/esco/skill/99571e68-801f-49af-a897-5f75996642e1,a71f50d8-8640-4aa7-80da-48e6d3120004,KN-1621,Analyse financière,Financiële analyse,,skos:exactMatch,
533b3f0b-c8f8-4668-95ef-69011bb081d7,,kleermaken,http://data.europa.eu/esco/skill/533b3f0b-c8f8-4668-95ef-69011bb081d7,c479aa30-f4ae-4197-99f3-6aef912873e5,KN-1623,Techniques d'habillage de l'artiste,Kleedtechnieken,,skos:closeMatch,
d4fb21d4-7cb5-4974-982b-2da386b30338,,opnameschema's voor films opmaken,http://data.europa.eu/esco/skill/d4fb21d4-7cb5-4974-982b-2da386b30338,508a825d-1974-4302-b2db-246c2d4cb15f,KN-1624,"Lecture de plan de travail, de plan de tournage",Lezen van werk- en opnameplannen,,skos:broadMatch,
b5b09dac-5b28-40a5-b671-5f9aa31f65d8,,geluidsapparatuur bedienen,http://data.europa.eu/esco/skill/b5b09dac-5b28-40a5-b671-5f9aa31f65d8,701a49e8-1ae2-4549-af22-e0dbb1b013bd,KN-1626,Techniques de prise de son,Geluidsopnametechnieken,,skos:broadMatch,
53b12b36-d27d-4ae9-8681-36d1cf697939,,riggingmateriaal gebruiken,http://data.europa.eu/esco/skill/53b12b36-d27d-4ae9-8681-36d1cf697939,d8425ef5-a67c-46a3-960b-c8e062cf74de,KN-1628,Techniques d'accrochage,Riggingtechnieken,,skos:closeMatch,
4b1dc06f-a000-4cd7-9523-3bb24e628f7e,,poppen manipuleren,http://data.europa.eu/esco/skill/4b1dc06f-a000-4cd7-9523-3bb24e628f7e,3a76d179-46b0-4a50-a7ec-4e7d7ebacc86,KN-1629,"Techniques d'animation de volume (marionnettes, pâtes à modeler, ...)","Technieken voor volumeanimatie (marionetten, plasticine, ...)",,skos:closeMatch,
91571a67-f9e1-4c5b-80c5-43f3d14a3747,,restauratie van documenten,http://data.europa.eu/esco/skill/91571a67-f9e1-4c5b-80c5-43f3d14a3747,f6713bc9-133b-4ff3-9917-adb05641df5a,KN-163,Techniques de restauration de document,Restauratie- en conservatietechnieken voor documenten,,skos:exactMatch,
1bd159ef-68ad-4a6d-90c7-e1ba4b258c9d,,technische podiumapparatuur opzetten,http://data.europa.eu/esco/skill/1bd159ef-68ad-4a6d-90c7-e1ba4b258c9d,f505fa46-8af5-47aa-94e6-b13f7682df88,KN-1630,"Caractéristiques de la machinerie de théâtre (déplacement des décors, changements de scène, /...)",Theatermechanica,,skos:closeMatch,
1c00bc98-2713-4c62-82c5-6d86f2e6a4cb,,animatieprincipes,http://data.europa.eu/esco/skill/1c00bc98-2713-4c62-82c5-6d86f2e6a4cb,6bda5a15-d2fe-4e49-a625-46404170ab25,KN-1631,Techniques du dessin animé,Tekenfilmtechnieken,,skos:closeMatch,
eee58e6d-4587-42f0-b9a0-fe055cfe2044,,animaties ontwikkelen,http://data.europa.eu/esco/skill/eee58e6d-4587-42f0-b9a0-fe055cfe2044,6bda5a15-d2fe-4e49-a625-46404170ab25,KN-1631,Techniques du dessin animé,Tekenfilmtechnieken,,skos:closeMatch,
688e1fc3-cb58-4d56-85a0-97b84f37fb4a,,automatische controlesystemen voor verplaatsingen op het podium bedienen,http://data.europa.eu/esco/skill/688e1fc3-cb58-4d56-85a0-97b84f37fb4a,c6aaad97-6d56-495e-b5f2-891ac5015516,KN-1632,"Utilisation de porteuse, de perche motorisée",Gebruik van manuele of automatische trekkenwand,,skos:broadMatch,
a520b743-8f40-43ac-a2d5-755899120844,,audiotechnologie,http://data.europa.eu/esco/skill/a520b743-8f40-43ac-a2d5-755899120844,ff8bf961-6f96-44eb-b5bd-c3e3b89604f1,KN-1633,Fonctionnement de magnétophone analogique,Werking van een analoge bandopnemer,,skos:broadMatch,
b6581960-e4b6-41e3-b87c-069372b88b6c,,uitrusting voor nutsvoorzieningen installeren,http://data.europa.eu/esco/skill/b6581960-e4b6-41e3-b87c-069372b88b6c,43e7ab18-c483-4d77-b9a5-c62d7ab10ade,KN-1634,Types de câbles,Kabeltypes,,skos:broadMatch,
fed5b267-73fa-461d-9f69-827c78beb39d,,theatertechnieken,http://data.europa.eu/esco/skill/fed5b267-73fa-461d-9f69-827c78beb39d,73c550a1-c513-4e05-a8fd-5122d2ebcaae,KN-1635,Terminologie de la cage de scène,Theatertechnische terminologie,,skos:closeMatch,
2065ebac-6c3d-4474-9978-57a08a8c64a5,,decors aanpassen,http://data.europa.eu/esco/skill/2065ebac-6c3d-4474-9978-57a08a8c64a5,d44034e9-b893-4aed-bc3d-bec35a4ebe3a,KN-1636,Techniques de montage/démontage de décors,Montage- en demontagetechnieken voor decors,,skos:narrowMatch,
2cbc24ef-cd99-4a71-9972-6c7f7204e5b8,,constructiemethoden voor decors definiëren,http://data.europa.eu/esco/skill/2cbc24ef-cd99-4a71-9972-6c7f7204e5b8,d44034e9-b893-4aed-bc3d-bec35a4ebe3a,KN-1636,Techniques de montage/démontage de décors,Montage- en demontagetechnieken voor decors,,skos:broadMatch,
b3afe118-6631-4640-942b-5acf7a0e7ada,,decorelementen op het podium monteren,http://data.europa.eu/esco/skill/b3afe118-6631-4640-942b-5acf7a0e7ada,d44034e9-b893-4aed-bc3d-bec35a4ebe3a,KN-1636,Techniques de montage/démontage de décors,Montage- en demontagetechnieken voor decors,,skos:closeMatch,
cc222240-08d9-44a6-acbe-ffc6f030f9ab,,identificatie van bezoekers controleren,http://data.europa.eu/esco/skill/cc222240-08d9-44a6-acbe-ffc6f030f9ab,9dec0245-6b62-4d20-bfea-c34a738f1d60,KN-1637,Procédures de vérification d'identité,Procedures voor identiteitscontrole,,skos:closeMatch,
23b45aa6-a479-486d-9e6f-062cbab7c68a,,interfacingtechnieken,http://data.europa.eu/esco/skill/23b45aa6-a479-486d-9e6f-062cbab7c68a,27f36a31-263e-4784-b00c-32149ed91217,KN-1638,Caractéristiques des logiciels d'interface (middleware),Eigenschappen van interfaceprogramma's (middleware),,skos:closeMatch,
4d0842ad-08e4-409b-8426-47a1a5a24ce4,,aangetekende post behandelen,http://data.europa.eu/esco/skill/4d0842ad-08e4-409b-8426-47a1a5a24ce4,86faa720-af0e-4650-a772-17eed76fe833,KN-1639,Réglementation des plis spécifiques,Reglementering van speciale zendingen,,skos:narrowMatch,
76f22707-8d30-453f-9eb7-3376e2960311,,post afhandelen,http://data.europa.eu/esco/skill/76f22707-8d30-453f-9eb7-3376e2960311,86faa720-af0e-4650-a772-17eed76fe833,KN-1639,Réglementation des plis spécifiques,Reglementering van speciale zendingen,,skos:broadMatch,
477856e7-92e6-43e8-ad67-e2d7129a5188,,handmatige naaitechnieken gebruiken,http://data.europa.eu/esco/skill/477856e7-92e6-43e8-ad67-e2d7129a5188,9b2b8a06-5fbf-4840-a436-fa95fa6d49ff,KN-164,Couture manuelle,Manuele naaitechnieken,,skos:narrowMatch,
20c451f2-8e8a-4d47-95ec-830a086dbef1,,stoffen verven,http://data.europa.eu/esco/skill/20c451f2-8e8a-4d47-95ec-830a086dbef1,2c095ed5-930a-41a8-8d29-80147e02e31c,KN-1640,"Techniques de teinture des tissus, des matières",Verftechnieken voor stoffen en materialen,,skos:closeMatch,
30c6b17a-b6d7-4e67-bd16-5ce87947f9f3,,verftechnieken,http://data.europa.eu/esco/skill/30c6b17a-b6d7-4e67-bd16-5ce87947f9f3,2c095ed5-930a-41a8-8d29-80147e02e31c,KN-1640,"Techniques de teinture des tissus, des matières",Verftechnieken voor stoffen en materialen,,skos:broadMatch,
6a609f8f-1451-4102-ad2d-62c5270e1237,,kantooradministratie,http://data.europa.eu/esco/skill/6a609f8f-1451-4102-ad2d-62c5270e1237,31e8cb98-3def-4463-b4d7-074e2c7088db,KN-1642,Techniques d'encartage,Registratietechnieken,,skos:broadMatch,
b6f5ece4-2caf-44f6-a414-45237b6295bb,,op de hoogte blijven van kostuumontwerp,http://data.europa.eu/esco/skill/b6f5ece4-2caf-44f6-a414-45237b6295bb,cb9c3ea2-4c2f-40ec-8875-fc1cedbac0c1,KN-1645,"Styles de costumes (grotesque, contemporain, historique)","Kostuumstijlen (grotesk, modern, historisch)",,skos:broadMatch,
e31ff919-3923-481d-82b5-2008a695710a,,eigenschappen van sportuitrusting,http://data.europa.eu/esco/skill/e31ff919-3923-481d-82b5-2008a695710a,6e9a56d6-1b57-4ba4-9b78-65dfc2520d81,KN-1647,Caractéristiques des équipements sportifs,Eigenschappen van sportuitrustingen,,skos:exactMatch,
1588302d-dfa9-4ed8-ba37-caa87f9f50bb,,praktijken ontwikkelen om sportclubs effectief te beheren,http://data.europa.eu/esco/skill/1588302d-dfa9-4ed8-ba37-caa87f9f50bb,19a46452-d163-48de-a61a-284b7e5f76a5,KN-1648,Techniques de management d'équipe sportive,Managementtechnieken van een sportteam,,skos:closeMatch,
2fd26ae6-bd98-46c7-b1ba-8a0b52734fac,,technieken voor schuldvordering,http://data.europa.eu/esco/skill/2fd26ae6-bd98-46c7-b1ba-8a0b52734fac,02df1b92-306c-4674-a69a-9c3f74136181,KN-1649,Techniques d'affacturage,Factoring methoden,,skos:broadMatch,
880c54f9-866e-4f37-b5fa-25ef8a7d49b6,,boekhoudkundige technieken,http://data.europa.eu/esco/skill/880c54f9-866e-4f37-b5fa-25ef8a7d49b6,02df1b92-306c-4674-a69a-9c3f74136181,KN-1649,Techniques d'affacturage,Factoring methoden,,skos:closeMatch,
4d3d5b7d-7189-4f3c-9426-1601b971311b,,ciderrecepten ontwikkelen,http://data.europa.eu/esco/skill/4d3d5b7d-7189-4f3c-9426-1601b971311b,8d43c4e5-3c91-444f-89d7-e2b4ff97ddca,KN-165,Réglementation sur la production cidricole,Voorschriften voor ciderproductie,,skos:closeMatch,
b6e84c79-b9a3-415a-a1af-6149b3fba650,,sportregels,http://data.europa.eu/esco/skill/b6e84c79-b9a3-415a-a1af-6149b3fba650,f12a7015-395c-4dd4-992e-502e85b59ad0,KN-1650,Réglementation du sport et des activités sportives,Reglementering van de sport en sportieve activiteiten,,skos:exactMatch,
5ce80f97-b385-4a41-9339-a6593d0709c1,,video's bewerken,http://data.europa.eu/esco/skill/5ce80f97-b385-4a41-9339-a6593d0709c1,20fe3387-fe23-4544-907d-788d15f25afd,KN-1651,Techniques de restauration numérique,Digitale restauratietechnieken,,skos:closeMatch,
2806260f-6399-4add-8f11-070141423f9d,,medische terminologie,http://data.europa.eu/esco/skill/2806260f-6399-4add-8f11-070141423f9d,7b8eb935-ba58-4e54-aa70-8125d183a977,KN-1652,Nomenclature des actes médicaux,Nomenclatuur van de geneeskundige verstrekkingen,,skos:broadMatch,
440d7494-3d79-4e1f-83ba-b346e116b471,,videoapparatuur gebruiken,http://data.europa.eu/esco/skill/440d7494-3d79-4e1f-83ba-b346e116b471,e7f76d5f-ea01-4dd9-8213-922f5512e533,KN-1654,Utilisation de mélangeur vidéo,Gebruik van een videomengpaneel,,skos:closeMatch,
b36176ec-3499-4235-a15c-cb485a386dc6,,videobeelden monteren,http://data.europa.eu/esco/skill/b36176ec-3499-4235-a15c-cb485a386dc6,29f99fde-046c-4ed5-ba9f-b3a6dca989b4,KN-1655,Techniques de trucage vidéo,Videotrucagetechnieken,,skos:broadMatch,
20b9852f-a445-4097-8273-4a18fa6bfff0,,restauratietechnieken toepassen,http://data.europa.eu/esco/skill/20b9852f-a445-4097-8273-4a18fa6bfff0,76a7bac4-aafc-4c6d-90a9-abf45709669d,KN-1656,Techniques de restauration traditionnelle,Traditionele restauratietechnieken,,skos:closeMatch,
341c4478-c976-4ff0-a102-cfd92174d873,,vennootschapsrecht,http://data.europa.eu/esco/skill/341c4478-c976-4ff0-a102-cfd92174d873,bd74d9f0-edfd-4c39-80b1-af08ec38424a,KN-1657,Droit des affaires,Zakelijk recht,,skos:exactMatch,
4e039fe9-e7d3-4d9b-82e5-381269a38ceb,,camera's opzetten,http://data.europa.eu/esco/skill/4e039fe9-e7d3-4d9b-82e5-381269a38ceb,6aaf84b0-8ace-48be-9dc5-baa1e0ba0ef9,KN-1658,Procédures de montage de matériel de prise de vues,Procedures voor het monteren van opnamemateriaal,,skos:broadMatch,
c39b8441-359e-4cf9-8a52-c5f6dd918813,,verlichtingstechniek,http://data.europa.eu/esco/skill/c39b8441-359e-4cf9-8a52-c5f6dd918813,8511e5ba-bb88-4189-bd89-16ef36446487,KN-1659,Types d'éclairages,Verlichtingstypes,,skos:closeMatch,
325ef602-74c0-4944-9cc2-95c9af86857b,,traditionele illustratietechnieken gebruiken,http://data.europa.eu/esco/skill/325ef602-74c0-4944-9cc2-95c9af86857b,c476c186-c205-45da-b239-c99496a6ceb0,KN-166,Techniques de l'aquarelle,Aquareltechnieken,,skos:broadMatch,
4fbe3e87-6f12-4764-b6ea-dce1adf4547f,,artistieke materialen om te tekenen gebruiken,http://data.europa.eu/esco/skill/4fbe3e87-6f12-4764-b6ea-dce1adf4547f,c476c186-c205-45da-b239-c99496a6ceb0,KN-166,Techniques de l'aquarelle,Aquareltechnieken,,skos:broadMatch,
a520b743-8f40-43ac-a2d5-755899120844,,audiotechnologie,http://data.europa.eu/esco/skill/a520b743-8f40-43ac-a2d5-755899120844,2b147808-6a0c-4796-a571-c98673e033d5,KN-1660,Fonctionnement de magnétophone numérique,Werking van een digitale bandopnemer,,skos:broadMatch,
20c6a2ec-ef98-4f95-8a16-c8006d9242ba,,geluidsapparatuur opstellen,http://data.europa.eu/esco/skill/20c6a2ec-ef98-4f95-8a16-c8006d9242ba,015e740b-3ff4-4e4d-a399-aa18ce100cc4,KN-1661,Principes d'implantation du matériel son,Principes voor de inplanting van geluidsmateriaal,,skos:closeMatch,
9ecd4016-b9de-480d-8ec3-9881644f0eda,,geluidmetende instrumenten gebruiken,http://data.europa.eu/esco/skill/9ecd4016-b9de-480d-8ec3-9881644f0eda,bc154aaf-18c7-4595-9be8-e75b041cb22b,KN-1663,Niveaux de puissances acoustiques,Geluidsniveaus,,skos:broadMatch,
8599fe11-e263-4e6c-a4a2-d6e8d2498b5a,,make-uptechnieken,http://data.europa.eu/esco/skill/8599fe11-e263-4e6c-a4a2-d6e8d2498b5a,12de2bf8-2c8d-44ff-979c-bb6c22e3db46,KN-1664,Techniques de maquillage corporel,Technieken voor lichaamsmake-up,,skos:closeMatch,
72812eb6-5a0f-48e8-815d-3d2a16b8e963,,geluidsmengpaneel bedienen,http://data.europa.eu/esco/skill/72812eb6-5a0f-48e8-815d-3d2a16b8e963,8e75c448-cf46-4516-aba1-0c207d7c70b7,KN-1665,Méthodes d'égalisation de sons,Geluidsegalisatiemethodes,,skos:broadMatch,
955e770e-9d0d-4968-9856-0fe55992985f,,pruiken maken,http://data.europa.eu/esco/skill/955e770e-9d0d-4968-9856-0fe55992985f,0bf99e6b-b341-48f4-950b-403914427f22,KN-1666,Techniques de fabrication de postiches,Technieken voor het vervaardigen van haarstukjes,,skos:broadMatch,
ae6aa3e5-08da-408e-bd17-88ac7144a401,,veiligheidsuitrusting tegen industrielawaai dragen,http://data.europa.eu/esco/skill/ae6aa3e5-08da-408e-bd17-88ac7144a401,01001f7f-c74e-4044-ab1a-fe059cea91b6,KN-1667,Réglementation des niveaux sonores,Reglementering van geluidsniveaus,,skos:closeMatch,
57cf23b0-b644-41b9-985c-9af4d06dd34e,,geschiedenis van kapsels,http://data.europa.eu/esco/skill/57cf23b0-b644-41b9-985c-9af4d06dd34e,90362cb9-8216-488d-9d86-cb01bd5fd0e5,KN-1669,"Techniques de coiffage d'époque, historique",Technieken voor het maken van historische kapsels,,skos:closeMatch,
7fb699d9-182a-430e-b7a0-6d8ed05c284b,,grafisch ontwerp,http://data.europa.eu/esco/skill/7fb699d9-182a-430e-b7a0-6d8ed05c284b,5eceef07-9d8f-4525-9bb8-8edf577409bd,KN-167,Graphisme,Grafische vormgeving,,skos:exactMatch,
22009da9-5a95-4b71-8c46-e8dcac43620d,,rekwisieten verwisselen,http://data.europa.eu/esco/skill/22009da9-5a95-4b71-8c46-e8dcac43620d,3ab472c6-fc7f-4c89-8626-3f5d95ac3b66,KN-1670,Utilisation de chariot de travelling,Gebruik van een dolly,,skos:broadMatch,
955e770e-9d0d-4968-9856-0fe55992985f,,pruiken maken,http://data.europa.eu/esco/skill/955e770e-9d0d-4968-9856-0fe55992985f,ab66a866-5af2-47cc-8b0b-9a08a4f12fa8,KN-1671,Techniques de coiffage de perruques et de postiches,Kapseltechnieken voor pruiken en haarstukjes,,skos:closeMatch,
50deacaa-7789-407d-afc0-b217a39fc7a8,,controlesystemen voor verplaatsingen op het podium bedienen,http://data.europa.eu/esco/skill/50deacaa-7789-407d-afc0-b217a39fc7a8,9993cbbe-9adc-4d86-a429-52c1c868d4d0,KN-1672,Utilisation de grue à bras,Gebruik van een autolaadkraan,,skos:closeMatch,
5ad68557-f1af-4b21-b968-e0e9427b95b3,,microfoons gebruiken,http://data.europa.eu/esco/skill/5ad68557-f1af-4b21-b968-e0e9427b95b3,7b95e47a-b1d2-41ec-b990-75ecd7ece3da,KN-1673,"Types de matériel de sonorisation (haut-parleur, micros, ...)","Geluidsmateriaal (luidspreker, microfoon, ...)",,skos:narrowMatch,
72812eb6-5a0f-48e8-815d-3d2a16b8e963,,geluidsmengpaneel bedienen,http://data.europa.eu/esco/skill/72812eb6-5a0f-48e8-815d-3d2a16b8e963,300f146f-073e-4525-9263-986919b92688,KN-1674,"Types de consoles (analogique, numérique)","Soorten consoles (analoog, digitaal)",,skos:narrowMatch,
367c240d-5f34-423a-86b1-866ad27206ea,,documenten converteren van analoog naar digitaal,http://data.europa.eu/esco/skill/367c240d-5f34-423a-86b1-866ad27206ea,70e32867-1909-434b-8383-a36d124aadd1,KN-1675,Techniques de numérisation,Digitaliseringstechnieken,,skos:closeMatch,
6f8d750e-aba4-459c-b4d7-220bddff9f58,,verlichting installeren,http://data.europa.eu/esco/skill/6f8d750e-aba4-459c-b4d7-220bddff9f58,c2b9b76f-3a50-4d89-ab08-bd4df27a4b8a,KN-1676,Techniques de câblage,Bekabelingstechnieken,,skos:closeMatch,
f8b05146-5ffc-44a9-846b-63e3ad1fe187,,voorzien in energiedistributie,http://data.europa.eu/esco/skill/f8b05146-5ffc-44a9-846b-63e3ad1fe187,c2b9b76f-3a50-4d89-ab08-bd4df27a4b8a,KN-1676,Techniques de câblage,Bekabelingstechnieken,,skos:closeMatch,
349167f7-faa9-423a-b054-9e4fa0978fd7,,belichtingsplan opstellen,http://data.europa.eu/esco/skill/349167f7-faa9-423a-b054-9e4fa0978fd7,7c227419-da57-4718-839f-6191df8d76d2,KN-1677,Types de projecteurs,Types van spots,,skos:broadMatch,
9cc78400-9ba9-4ffd-9ef5-59e2cd657035,,lichten monteren,http://data.europa.eu/esco/skill/9cc78400-9ba9-4ffd-9ef5-59e2cd657035,7c227419-da57-4718-839f-6191df8d76d2,KN-1677,Types de projecteurs,Types van spots,,skos:broadMatch,
d748114d-bd74-4725-98c6-beec65e52d7e,,show verlichten,http://data.europa.eu/esco/skill/d748114d-bd74-4725-98c6-beec65e52d7e,7c227419-da57-4718-839f-6191df8d76d2,KN-1677,Types de projecteurs,Types van spots,,skos:broadMatch,
4429232e-5f4f-4b41-b5ea-f179f50a2478,,dactylologie,http://data.europa.eu/esco/skill/4429232e-5f4f-4b41-b5ea-f179f50a2478,7c461dc2-8dbf-4ac2-8f50-b97385e60b12,KN-1678,Pratique de la dactylographie,Dactylografie,,skos:closeMatch,
5fed696b-77d6-46e1-aa57-e520928a9837,,technieken voor blind typen gebruiken,http://data.europa.eu/esco/skill/5fed696b-77d6-46e1-aa57-e520928a9837,7c461dc2-8dbf-4ac2-8f50-b97385e60b12,KN-1678,Pratique de la dactylographie,Dactylografie,,skos:closeMatch,
eb8babfb-ab91-4937-a032-6a79f82e9b7f,,financieel risico analyseren,http://data.europa.eu/esco/skill/eb8babfb-ab91-4937-a032-6a79f82e9b7f,3b0061e0-c4aa-4670-8a2b-ff23145289c0,KN-1679,Indicateurs de couverture de risques,Risicodekkingsindicatoren,,skos:broadMatch,
47bff4b6-0152-46e0-b20a-48cc78e4ba46,,programma’s inzake voedselveiligheid ontwikkelen,http://data.europa.eu/esco/skill/47bff4b6-0152-46e0-b20a-48cc78e4ba46,93e4ede4-9c97-44af-81e8-51a76499f666,KN-168,Règles d'hygiène et de sécurité alimentaire,Regels voor hygiëne en voedselveiligheid,,skos:closeMatch,
791fa659-3382-49f8-a8dd-505226d0da48,,regels inzake levensmiddelenhygiëne,http://data.europa.eu/esco/skill/791fa659-3382-49f8-a8dd-505226d0da48,93e4ede4-9c97-44af-81e8-51a76499f666,KN-168,Règles d'hygiène et de sécurité alimentaire,Regels voor hygiëne en voedselveiligheid,,skos:exactMatch,
b1c7c4c6-f3cb-4fb2-958c-236385b2782a,,Europees beleid inzake voedselveiligheid,http://data.europa.eu/esco/skill/b1c7c4c6-f3cb-4fb2-958c-236385b2782a,93e4ede4-9c97-44af-81e8-51a76499f666,KN-168,Règles d'hygiène et de sécurité alimentaire,Regels voor hygiëne en voedselveiligheid,,skos:narrowMatch,
fa46ff13-5ad7-4a11-85d6-4b0614e411de,,normen voor voedselveiligheid,http://data.europa.eu/esco/skill/fa46ff13-5ad7-4a11-85d6-4b0614e411de,93e4ede4-9c97-44af-81e8-51a76499f666,KN-168,Règles d'hygiène et de sécurité alimentaire,Regels voor hygiëne en voedselveiligheid,,skos:narrowMatch,
89ff28d6-342c-435d-83aa-83e71dbbbc96,,financiële audits uitvoeren,http://data.europa.eu/esco/skill/89ff28d6-342c-435d-83aa-83e71dbbbc96,ca3f2efa-fa48-4f48-8067-b9c9d4cbdc20,KN-1680,Audit financier,Financiële audit,,skos:narrowMatch,
a03929b1-c9fd-4c41-be00-a05588930cfc,,belichtingsplannen lezen,http://data.europa.eu/esco/skill/a03929b1-c9fd-4c41-be00-a05588930cfc,73670c7b-a026-45a1-beda-489acaf56de9,KN-1682,Lecture de feuille de patch,Lezen van patchlijsten,,skos:closeMatch,
54924a2c-daca-40d3-9716-4b38ceb04f38,,algoritmen,http://data.europa.eu/esco/skill/54924a2c-daca-40d3-9716-4b38ceb04f38,910ccba3-0914-4399-a6cd-2c201173a567,KN-1683,Algorithmique,Algoritmen,,skos:exactMatch,
c39b8441-359e-4cf9-8a52-c5f6dd918813,,verlichtingstechniek,http://data.europa.eu/esco/skill/c39b8441-359e-4cf9-8a52-c5f6dd918813,1e089776-10fb-4655-89d1-f2f5432427d1,KN-1684,Caractéristiques des matériels d'éclairage,Belichtingsmateriaal,,skos:closeMatch,
c5b90c0c-3af0-4c8c-a06c-cc3ced02242c,,kostenberekeningen uitvoeren,http://data.europa.eu/esco/skill/c5b90c0c-3af0-4c8c-a06c-cc3ced02242c,22ba07ae-fab3-4afe-8def-94311c29b24e,KN-1685,Comptabilité analytique,Analytische boekhouding,,skos:closeMatch,
ecc18804-a466-40d9-98b4-fba5cd67dd4b,,boekhouding,http://data.europa.eu/esco/skill/ecc18804-a466-40d9-98b4-fba5cd67dd4b,22ba07ae-fab3-4afe-8def-94311c29b24e,KN-1685,Comptabilité analytique,Analytische boekhouding,,skos:broadMatch,
4d313147-b39d-413f-a5e2-b12d5f0dc9e6,,interviews afnemen,http://data.europa.eu/esco/skill/4d313147-b39d-413f-a5e2-b12d5f0dc9e6,b1e24bee-910a-4df2-9a62-d2e93af8b7ae,KN-1686,Pratique de l'enquête,Enquêtes afnemen,,skos:closeMatch,
e7114462-379a-4fc4-8d7f-37b66734b52e,,vragenlijsten volgen,http://data.europa.eu/esco/skill/e7114462-379a-4fc4-8d7f-37b66734b52e,b1e24bee-910a-4df2-9a62-d2e93af8b7ae,KN-1686,Pratique de l'enquête,Enquêtes afnemen,,skos:narrowMatch,
50a382c6-e848-467d-b156-7a1a3610b522,,evolutie van economische voorspellingen,http://data.europa.eu/esco/skill/50a382c6-e848-467d-b156-7a1a3610b522,68c81414-0596-4600-82ce-15394cc13e48,KN-1687,Méthodes de prospective,Prospectiemethodes,,skos:closeMatch,
6d97bf55-6fb6-4795-8282-3ef915ae0bb8,,klanten werven,http://data.europa.eu/esco/skill/6d97bf55-6fb6-4795-8282-3ef915ae0bb8,68c81414-0596-4600-82ce-15394cc13e48,KN-1687,Méthodes de prospective,Prospectiemethodes,,skos:closeMatch,
ecc18804-a466-40d9-98b4-fba5cd67dd4b,,boekhouding,http://data.europa.eu/esco/skill/ecc18804-a466-40d9-98b4-fba5cd67dd4b,229e78a2-60a2-4da7-9b1e-c872824359b6,KN-1688,Ecriture comptable,Boekhoudkundige boekingen,,skos:broadMatch,
