Mapping project name,ESCO - CS NOC [1.0.9]
Mapping project author,default-author
Mapping project version,N/A
Mapping project version date,2022-11-25
Classification 1 Name,Povolání ESCO
Classification 1 Concept type,Occupation
Classification 1 Version,1.0.9
Classification 1 Language,cs
Classification 1 Landing page,https://ec.europa.eu/esco/portal/occupation
Classification 2 Name,Klasifikace zaměstnání CZ-ISCO
Classification 2 Concept type,unknown
Classification 2 Version,2020
Classification 2 Language,cs
Classification 2 Landing page,


Classification 1 URI,Classification 1 PrefLabel,Classification 1 URL,Classification 2 ID,Classification 2 PrefLabel,Classification 2 URL,Mapping relation,Editorial note
http://data.europa.eu/esco/occupation/754c349d-67d5-48e5-81c1-e84d2fab59d0,aromaterapeut/aromaterapeutka,http://data.europa.eu/esco/occupation/754c349d-67d5-48e5-81c1-e84d2fab59d0,3255,Odborní pracovníci v oblasti rehabilitace,,skos:broadMatch,
http://data.europa.eu/esco/occupation/95a89206-4dc8-4753-a5d9-bc14a0e5f7ca,čalouník/čalounice,http://data.europa.eu/esco/occupation/95a89206-4dc8-4753-a5d9-bc14a0e5f7ca,7534.2,Čalouníci dopravních prostředků,,skos:narrowMatch,
http://data.europa.eu/esco/isco/C4311,Úředníci v oblasti účetnictví,http://data.europa.eu/esco/isco/C4311,4311.9,Ostatní úředníci v oblasti účetnictví,,skos:narrowMatch,
http://data.europa.eu/esco/occupation/8b26eec6-7497-4218-8364-9b5983b04ae7,vedoucí úseku obrany,http://data.europa.eu/esco/occupation/8b26eec6-7497-4218-8364-9b5983b04ae7,1349.2,Řídící pracovníci obrany a bezpečnosti státu a požární ochrany,,skos:broadMatch,
http://data.europa.eu/esco/occupation/b76178c0-a03a-4793-b079-1e61e636c521,business developer/business developerka,http://data.europa.eu/esco/occupation/b76178c0-a03a-4793-b079-1e61e636c521,2431.1,Specialisté v oblasti marketingu,,skos:broadMatch,
http://data.europa.eu/esco/occupation/2ddde737-28f3-444d-b1f8-ef12cc2df3c7,asistent pedagoga/asistentka pedagoga,http://data.europa.eu/esco/occupation/2ddde737-28f3-444d-b1f8-ef12cc2df3c7,2359,Specialisté a odborní pracovníci v oblasti výchovy a vzdělávání jinde neuvedení,,skos:broadMatch,
http://data.europa.eu/esco/occupation/24a170fc-be68-43a5-93f1-7a5c31c6062b,montážní dělník zdravotnických prostředků/montážní dělnice zdravotnických prostředků,http://data.europa.eu/esco/occupation/24a170fc-be68-43a5-93f1-7a5c31c6062b,8219,Montážní dělníci ostatních výrobků,,skos:broadMatch,
http://data.europa.eu/esco/occupation/e58eadca-e512-4167-96f1-fff980f117e3,zkušební technik lodních motorů/zkušební technička lodních motorů,http://data.europa.eu/esco/occupation/e58eadca-e512-4167-96f1-fff980f117e3,3115.5,"Strojírenští technici kontroly kvality, laboranti",,skos:broadMatch,
http://data.europa.eu/esco/occupation/599f34f0-bdf7-49e3-b5a9-f5d55f9e6873,montážní dělník výrobků z plastů/montážní dělnice výrobků z plastů,http://data.europa.eu/esco/occupation/599f34f0-bdf7-49e3-b5a9-f5d55f9e6873,8219.2,Montážní dělníci výrobků z pryže a plastů,,skos:broadMatch,
http://data.europa.eu/esco/occupation/60d77070-2cf4-4883-b44d-91e8ce54db86,hlavní vodárenský technik vodovodních a kanalizačních sítí/hlavní vodárenská technička vodovodních a kanalizačních sítí,http://data.europa.eu/esco/occupation/60d77070-2cf4-4883-b44d-91e8ce54db86,3123.0,Mistři a příbuzní pracovníci ve stavebnictví,,skos:broadMatch,
http://data.europa.eu/esco/occupation/a04eedcf-8424-475a-8dc5-f30a9da4b151,specialista v oblasti odhalování finančních podvodů/specialistka v oblasti odhalování finančních podvodů,http://data.europa.eu/esco/occupation/a04eedcf-8424-475a-8dc5-f30a9da4b151,2411,Specialisté v oblasti účetnictví,,skos:broadMatch,
http://data.europa.eu/esco/occupation/9ab0f0db-1128-4050-becd-b09db5eabdaa,spisový manipulant/spisová manipulantka,http://data.europa.eu/esco/occupation/9ab0f0db-1128-4050-becd-b09db5eabdaa,4415.0,Pracovníci evidence dat a archivů,,skos:exactMatch,"dal som exact, lebo v alternativnych názvoch je aj archiv atd"
http://data.europa.eu/esco/occupation/1aa4bb15-c527-4a3b-9270-b3c71c4be111,inspicient/inspicientka,http://data.europa.eu/esco/occupation/1aa4bb15-c527-4a3b-9270-b3c71c4be111,3435,Ostatní odborní pracovníci v oblasti umění a kultury,,skos:broadMatch,
http://data.europa.eu/esco/occupation/2a04a1df-a3b9-403e-a245-e7f93fdddd44,výkonný asistent/výkonná asistentka,http://data.europa.eu/esco/occupation/2a04a1df-a3b9-403e-a245-e7f93fdddd44,3343.1,Odborní asistenti v administrativě,,skos:broadMatch,
http://data.europa.eu/esco/occupation/f605bcd2-90b6-45a0-a558-d05016d68a77,manažer lidských zdrojů/manažerka lidských zdrojů,http://data.europa.eu/esco/occupation/f605bcd2-90b6-45a0-a558-d05016d68a77,1212.9,Ostatní řídící pracovníci v oblasti lidských zdrojů,,skos:narrowMatch,
http://data.europa.eu/esco/occupation/47300afa-5496-484c-8f65-14247a98b2b8,dělník v oblasti stavebního inženýrství/dělnice v oblasti stavebního inženýrství,http://data.europa.eu/esco/occupation/47300afa-5496-484c-8f65-14247a98b2b8,9312.1,Figuranti,,skos:narrowMatch,
http://data.europa.eu/esco/occupation/24161923-e3e6-4096-b377-f1ee8a7ea31b,satelitní inženýr/satelitní inženýrka,http://data.europa.eu/esco/occupation/24161923-e3e6-4096-b377-f1ee8a7ea31b,2152,Inženýři elektronici,,skos:broadMatch,
http://data.europa.eu/esco/occupation/1bdb7d70-1769-4338-aa90-d25a90fe8a6d,inženýrský geolog/ inženýrská geoložka,http://data.europa.eu/esco/occupation/1bdb7d70-1769-4338-aa90-d25a90fe8a6d,2114.2,Geologové,,skos:broadMatch,NSP ma Inženýrský geolog zaradeneho v 2114.
http://data.europa.eu/esco/isco/C4312,"Úředníci v oblasti statistiky, financí a pojištění",http://data.europa.eu/esco/isco/C4312,4312.9,Ostatní úředníci v oblasti finančnictví,,skos:narrowMatch,
http://data.europa.eu/esco/occupation/7f2761eb-4edc-48ad-9fbf-eed0a0db9a21,fyzik,http://data.europa.eu/esco/occupation/7f2761eb-4edc-48ad-9fbf-eed0a0db9a21,2111.3,Radiologičtí fyzici,,skos:narrowMatch,
http://data.europa.eu/esco/isco/C7224,"Brusiči, leštiči a ostřiči nástrojů a kovů",http://data.europa.eu/esco/isco/C7224,7224.2,Leštiči nástrojů a kovů,,skos:narrowMatch,
http://data.europa.eu/esco/occupation/7afeee90-5672-470d-b061-24ffaafb2fc9,vedoucí směny rafinérie,http://data.europa.eu/esco/occupation/7afeee90-5672-470d-b061-24ffaafb2fc9,3134.0,Operátoři velínů pro zpracování ropy a zemního plynu,,skos:broadMatch,
http://data.europa.eu/esco/isco/C7316,Malíři a rytci skla a keramiky a pracovníci v příbuzných oborech,http://data.europa.eu/esco/isco/C7316,7316.9,"Ostatní pracovníci pro zdobení skla, keramiky, kovu, dřeva a jiných materiálů",,skos:narrowMatch,
http://data.europa.eu/esco/occupation/a580e79a-b752-49c1-b033-b5ab2b34bfba,zubní lékař specialista/zubní lékařka specialista,http://data.europa.eu/esco/occupation/a580e79a-b752-49c1-b033-b5ab2b34bfba,2261.3,Ortodontisté,,skos:narrowMatch,
http://data.europa.eu/esco/occupation/dc9b98da-c389-4caf-a21a-c6f8c530c0bf,opravář obuvi/opravářka obuvi,http://data.europa.eu/esco/occupation/dc9b98da-c389-4caf-a21a-c6f8c530c0bf,7536.1,Výrobci a opraváři obuvi,,skos:broadMatch,
http://data.europa.eu/esco/occupation/eb6e7100-446f-407c-a764-2d65f3ffc7eb,velkoobchodník se zemědělskými stroji a zařízeními/velkoobchodnice se zemědělskými stroji a zařízeními,http://data.europa.eu/esco/occupation/eb6e7100-446f-407c-a764-2d65f3ffc7eb,3324.0,Obchodní makléři,,skos:broadMatch,
http://data.europa.eu/esco/occupation/929ef41d-afd0-4d5a-b85b-69eab68fa368,právní asistent/právní asistentka,http://data.europa.eu/esco/occupation/929ef41d-afd0-4d5a-b85b-69eab68fa368,3411.1,Právní asistenti,,skos:exactMatch,
http://data.europa.eu/esco/occupation/71898b81-fc2f-4a97-826d-f45e49a8160a,pomocný režisér v oblasti filmové tvorby a videoprodukce/pomocná režisérka v oblasti filmové tvorby a videoprodukce,http://data.europa.eu/esco/occupation/71898b81-fc2f-4a97-826d-f45e49a8160a,3435.1,Asistenti režie,,skos:broadMatch,
http://data.europa.eu/esco/occupation/763f82c2-81e3-48d2-9cdf-f532b5016a1f,poradce pro zdravý životní styl/poradkyně pro zdravý životní styl,http://data.europa.eu/esco/occupation/763f82c2-81e3-48d2-9cdf-f532b5016a1f,5142,Kosmetici a pracovníci v příbuzných oborech,,skos:broadMatch,"podľa vysvetliviek CZ ISCO patri Poradce pro hubnutí do tejto podskupiny - 5142 "
http://data.europa.eu/esco/occupation/b9d03330-c71c-4827-8797-3e96249d54db,řezbář/řezbářka,http://data.europa.eu/esco/occupation/b9d03330-c71c-4827-8797-3e96249d54db,7317.1,"Řezbáři, kartáčníci a pracovníci v příbuzných oborech",,skos:closeMatch,
http://data.europa.eu/esco/occupation/69e4e877-9d7a-4df0-973b-34defd318e26,pracovník pro úklid letadel/pracovnice pro úklid letadel,http://data.europa.eu/esco/occupation/69e4e877-9d7a-4df0-973b-34defd318e26,9112.5,Uklízeči veřejných dopravních prostředků,,skos:broadMatch,
http://data.europa.eu/esco/occupation/0f905036-055f-41d9-b292-e3c02617a193,obsluha briketovacího stroje,http://data.europa.eu/esco/occupation/0f905036-055f-41d9-b292-e3c02617a193,7223,Seřizovači a obsluha obráběcích strojů (kromě dřevoobráběcích),,skos:broadMatch,
http://data.europa.eu/esco/occupation/245be6d1-fe9a-4ac8-9f81-122a687e4724,tovární dělník/tovární dělnice,http://data.europa.eu/esco/occupation/245be6d1-fe9a-4ac8-9f81-122a687e4724,9329.4,Mazači a čističi strojů a zařízení,,skos:narrowMatch,
http://data.europa.eu/esco/occupation/998a0bf4-b1be-42ab-aee5-0096c9be3319,technik řízení jakosti/technička řízení jakosti,http://data.europa.eu/esco/occupation/998a0bf4-b1be-42ab-aee5-0096c9be3319,3115.5,"Strojírenští technici kontroly kvality, laboranti",,skos:narrowMatch,
http://data.europa.eu/esco/occupation/056bef79-c125-47ab-b6b9-8eed05c9458c,telekomunikační technik/telekomunikační technička,http://data.europa.eu/esco/occupation/056bef79-c125-47ab-b6b9-8eed05c9458c,7422.0,Mechanici a opraváři informačních a komunikačních technologií,,skos:broadMatch,
http://data.europa.eu/esco/occupation/0633ec3f-91f1-4038-bc29-e0ec4cd7f1e9,vedoucí produkce ropy a zemního plynu,http://data.europa.eu/esco/occupation/0633ec3f-91f1-4038-bc29-e0ec4cd7f1e9,1322.1,Výrobní a techničtí náměstci (ředitelé) v těžbě,,skos:broadMatch,
http://data.europa.eu/esco/occupation/53cdd34e-22f2-41bd-b3c7-de22bf9bbcae,manažer ubytovacího zařízení/manažerka ubytovacího zařízení,http://data.europa.eu/esco/occupation/53cdd34e-22f2-41bd-b3c7-de22bf9bbcae,1411.1,Řídící pracovníci v hotelích,,skos:narrowMatch,
http://data.europa.eu/esco/occupation/1de91afd-9da2-47ab-a7e7-19bf931709a4,příslušník speciálních sil/příslušnice speciálních sil,http://data.europa.eu/esco/occupation/1de91afd-9da2-47ab-a7e7-19bf931709a4,0210.0,Poddůstojníci v ozbrojených silách,,skos:broadMatch,
http://data.europa.eu/esco/isco/C8312,"Signalisti, brzdaři, výhybkáři, posunovači",http://data.europa.eu/esco/isco/C8312,8312.8,Hradlaři - hláskaři,,skos:narrowMatch,
http://data.europa.eu/esco/occupation/5c14982e-375d-47c5-9ea1-e9bcf3884643,důlní dozorce/důlní dozorkyně,http://data.europa.eu/esco/occupation/5c14982e-375d-47c5-9ea1-e9bcf3884643,3121.1,Mistři a příbuzní pracovníci v oblasti těžby,,skos:broadMatch,
http://data.europa.eu/esco/occupation/7e17f4ea-9565-41e0-b408-b52b5c9492a3,ostraha vstupu,http://data.europa.eu/esco/occupation/7e17f4ea-9565-41e0-b408-b52b5c9492a3,5414.2,"Pracovníci ostrahy, strážní",,skos:broadMatch,
http://data.europa.eu/esco/occupation/ada3fc30-c205-4279-90b8-ed5c7c467626,vedoucí vývoje koženého zboží,http://data.europa.eu/esco/occupation/ada3fc30-c205-4279-90b8-ed5c7c467626,1223.2,Řídící pracovníci v oblasti technického rozvoje,,skos:broadMatch,
http://data.europa.eu/esco/occupation/87afe3f0-c891-45de-a498-ad2608471c86,pracovník pro koncové úpravy oděvů/pracovnice pro koncové úpravy oděvů,http://data.europa.eu/esco/occupation/87afe3f0-c891-45de-a498-ad2608471c86,9321.0,"Ruční baliči, plniči a etiketovači",,skos:broadMatch,
http://data.europa.eu/esco/occupation/af355ac4-dd89-44df-99a6-bba70202d6fe,vedoucí služby vkládání dat do počítače,http://data.europa.eu/esco/occupation/af355ac4-dd89-44df-99a6-bba70202d6fe,3341.3,Vedoucí pracovníků pro zadávání dat a zpracování textů,,skos:narrowMatch,
http://data.europa.eu/esco/occupation/88a34087-311e-497e-ad81-a6843b9b461e,montážní dělník lodních motorů/montážní dělnice lodních motorů,http://data.europa.eu/esco/occupation/88a34087-311e-497e-ad81-a6843b9b461e,8211.0,Montážní dělníci mechanických zařízení,,skos:broadMatch,
http://data.europa.eu/esco/occupation/709170ae-2b9a-4e7a-8201-260da7211898,operátor konzervace ryb/operátorka konzervace ryb,http://data.europa.eu/esco/occupation/709170ae-2b9a-4e7a-8201-260da7211898,8160.1,Obsluha strojů na zpracování a konzervování masa a ryb,,skos:broadMatch,
http://data.europa.eu/esco/occupation/f73e11e7-0eb8-4a46-b2e1-9e544c2f3652,obsluha strojů na konečnou úpravu textilu,http://data.europa.eu/esco/occupation/f73e11e7-0eb8-4a46-b2e1-9e544c2f3652,8154.0,"Obsluha strojů na bělení, barvení, čištění a další úpravu tkanin",,skos:broadMatch,
http://data.europa.eu/esco/occupation/579254cf-6d69-4889-9000-9c79dc568644,strojní inženýr/strojní inženýrka,http://data.europa.eu/esco/occupation/579254cf-6d69-4889-9000-9c79dc568644,2144.3,"Strojní inženýři technologové, normovači",,skos:narrowMatch,
http://data.europa.eu/esco/occupation/96a0d8d3-d4a6-473d-80d6-b5dbadde940a,pracovník restaurace rychlého občerstvení/pracovnice restaurace rychlého občerstvení,http://data.europa.eu/esco/occupation/96a0d8d3-d4a6-473d-80d6-b5dbadde940a,9411.2,Pracovníci přípravy jídel v zařízeních rychlého občerstvení a ve výdejnách jídla,,skos:exactMatch,
http://data.europa.eu/esco/occupation/ff2c1183-3fd7-40c7-8ddc-b20b100363c3,sociální pracovník pro komunitní rozvoj/sociální pracovnice pro komunitní rozvoj,http://data.europa.eu/esco/occupation/ff2c1183-3fd7-40c7-8ddc-b20b100363c3,2635.1,Sociální pracovníci specialisté a další specialisté v sociální oblasti ve veřejné správě,,skos:broadMatch,
http://data.europa.eu/esco/occupation/14031d4a-6e99-442f-b4fe-18262b6432b2,obchodní zástupce/obchodní zástupkyně,http://data.europa.eu/esco/occupation/14031d4a-6e99-442f-b4fe-18262b6432b2,3322.0,Obchodní zástupci,,skos:exactMatch,
http://data.europa.eu/esco/occupation/6e785f05-969e-4940-aedb-d0f896bb0230,dispečer letecké dopravy/dispečerka letecké dopravy,http://data.europa.eu/esco/occupation/6e785f05-969e-4940-aedb-d0f896bb0230,4323.2,Dopravní dispečeři,,skos:broadMatch,
http://data.europa.eu/esco/occupation/2f372afe-d513-4357-abe1-e5e0b5cf9ae5,vrchní osvětlovač/vrchní osvětlovačka,http://data.europa.eu/esco/occupation/2f372afe-d513-4357-abe1-e5e0b5cf9ae5,3521.1,Zvukaři a osvětlovači,,skos:broadMatch,
http://data.europa.eu/esco/occupation/53be4843-8f31-4645-b25c-9a5bbb04f6b6,technik výrobního procesu/technička výrobního procesu,http://data.europa.eu/esco/occupation/53be4843-8f31-4645-b25c-9a5bbb04f6b6,3119.7,Technici dispečeři v ostatních průmyslových oborech,,skos:narrowMatch,
http://data.europa.eu/esco/occupation/79fed799-ab3a-43d9-bd91-414c2c3b2f57,strojní inženýr nástrojář / strojní inženýrka nástrojařka,http://data.europa.eu/esco/occupation/79fed799-ab3a-43d9-bd91-414c2c3b2f57,2144,Strojní inženýři,,skos:broadMatch,
http://data.europa.eu/esco/occupation/f31e25d0-8794-4f88-ac07-a229199c6f0f,technik údržby kožedělných strojů/technička údržby kožedělných strojů,http://data.europa.eu/esco/occupation/f31e25d0-8794-4f88-ac07-a229199c6f0f,8156.2,Obsluha strojů na výrobu kožené galanterie,,skos:broadMatch,
http://data.europa.eu/esco/occupation/3e0b4b9b-b624-4ceb-9bc9-9627cdfb0b81,obsluha strojů na výrobu kožených výrobků,http://data.europa.eu/esco/occupation/3e0b4b9b-b624-4ceb-9bc9-9627cdfb0b81,8156.2,Obsluha strojů na výrobu kožené galanterie,,skos:exactMatch,
http://data.europa.eu/esco/occupation/a1d0eb6b-20ac-4a2c-a7c1-9b016ea92b24,jasnovidec/jasnovidka,http://data.europa.eu/esco/occupation/a1d0eb6b-20ac-4a2c-a7c1-9b016ea92b24,5161.0,"Astrologové, jasnovidci a pracovníci v příbuzných oborech",,skos:broadMatch,
http://data.europa.eu/esco/occupation/07e60525-1aad-4099-aaf3-2c7014c92212,inženýr integrace/inženýrka integrace,http://data.europa.eu/esco/occupation/07e60525-1aad-4099-aaf3-2c7014c92212,2511.0,Systémoví analytici,,skos:broadMatch,
http://data.europa.eu/esco/occupation/7235d075-ecf6-42ba-8a60-d7e79bbce152,operátor ovocného lisu/operátorka ovocného lisu,http://data.europa.eu/esco/occupation/7235d075-ecf6-42ba-8a60-d7e79bbce152,8160.4,"Obsluha strojů na zpracování ovoce, zeleniny a ořechů (včetně sušení, konzervování a mražení)",,skos:broadMatch,
http://data.europa.eu/esco/occupation/62f53135-e091-4aa6-8895-5851d72271b9,obsluha čisticího stroje,http://data.europa.eu/esco/occupation/62f53135-e091-4aa6-8895-5851d72271b9,8160,Obsluha strojů na výrobu potravin a příbuzných výrobků,,skos:broadMatch,
http://data.europa.eu/esco/occupation/fc9a86ec-7ad5-4ccb-a08f-1e369197e14a,montážní dělník výrobků z lepenky/montážní dělnice výrobků z lepenky,http://data.europa.eu/esco/occupation/fc9a86ec-7ad5-4ccb-a08f-1e369197e14a,8143.0,Obsluha strojů na výrobu a zpracování výrobků z papíru,,skos:broadMatch,
http://data.europa.eu/esco/occupation/18dafd4f-8c37-4276-b4b3-cfa31059b2b6,pomocný námořník rybářského plavidla/pomocná námořnice rybářského plavidla,http://data.europa.eu/esco/occupation/18dafd4f-8c37-4276-b4b3-cfa31059b2b6,8350,Pracovníci lodní posádky,,skos:broadMatch,
http://data.europa.eu/esco/occupation/18fbb1f8-eceb-4bf4-8fc7-932b8f6130cd,mistr tapetář,http://data.europa.eu/esco/occupation/18fbb1f8-eceb-4bf4-8fc7-932b8f6130cd,3123.0,Mistři a příbuzní pracovníci ve stavebnictví,,skos:broadMatch,
http://data.europa.eu/esco/occupation/76abbb82-c103-4d7a-a4c0-14dba4d6199a,inženýr uvádění do provozu/inženýrka uvádění do provozu,http://data.europa.eu/esco/occupation/76abbb82-c103-4d7a-a4c0-14dba4d6199a,2149,Specialisté v oblasti techniky v ostatních oborech,,skos:broadMatch,
http://data.europa.eu/esco/occupation/30ca97f4-a4fd-4189-a781-ac08f6b09b78,analytik call centra/analytička call centra,http://data.europa.eu/esco/occupation/30ca97f4-a4fd-4189-a781-ac08f6b09b78,3341.5,Vedoucí pracovníků informačních služeb,,skos:broadMatch,
http://data.europa.eu/esco/isco/C3411,Odborní pracovníci v právní oblasti a v příbuzných oborech,http://data.europa.eu/esco/isco/C3411,3411.9,Ostatní odborní pracovníci v právní oblasti a příbuzných oborech,,skos:narrowMatch,
http://data.europa.eu/esco/occupation/60528794-1a68-4440-a141-2df011be98be,vedoucí prodejny starožitností,http://data.europa.eu/esco/occupation/60528794-1a68-4440-a141-2df011be98be,1420.1,Řídící pracovníci v maloobchodě,,skos:broadMatch,
http://data.europa.eu/esco/isco/C8312,"Signalisti, brzdaři, výhybkáři, posunovači",http://data.europa.eu/esco/isco/C8312,8312.1,Vlakvedoucí v nákladní dopravě,,skos:narrowMatch,
http://data.europa.eu/esco/occupation/5d46e448-b6bb-48e5-b245-5aad68e06085,seřizovač stroje pro řezání autogenem/seřizovačka stroje pro řezání autogenem,http://data.europa.eu/esco/occupation/5d46e448-b6bb-48e5-b245-5aad68e06085,7223.6,Seřizovači a obsluha konvenčních strojů na řezání,,skos:broadMatch,
http://data.europa.eu/esco/occupation/98c3d8f8-e3a8-49b7-9e58-236f25a6f6a0,systémový konfigurátor/systémová konfigurátorka,http://data.europa.eu/esco/occupation/98c3d8f8-e3a8-49b7-9e58-236f25a6f6a0,2522.0,"Systémoví administrátoři, správci počítačových sítí",,skos:broadMatch,
http://data.europa.eu/esco/occupation/3c136897-4e0e-41ef-bb57-d8152323b93a,vedoucí podnikových služeb,http://data.europa.eu/esco/occupation/3c136897-4e0e-41ef-bb57-d8152323b93a,1219.7,"Řídící pracovníci v oblasti správy školství, kultury a zdravotnictví",,skos:narrowMatch,
http://data.europa.eu/esco/occupation/dd89e26f-bb5c-45cb-91c6-8b4d5d82a31f,pracovník demoličních prací/pracovnice demoličních prací,http://data.europa.eu/esco/occupation/dd89e26f-bb5c-45cb-91c6-8b4d5d82a31f,7119.2,Kvalifikovaní pracovníci demoličních prací,,skos:exactMatch,dala som exact
http://data.europa.eu/esco/occupation/ee5f8b2f-4b40-4426-8290-a6926ae4898b,manažer distribuce masa a masných výrobků/manažerka distribuce masa a masných výrobků,http://data.europa.eu/esco/occupation/ee5f8b2f-4b40-4426-8290-a6926ae4898b,1324.5,Řídící pracovníci v oblasti logistiky,,skos:broadMatch,
http://data.europa.eu/esco/occupation/c01cdf85-3ce0-4d12-ae86-e4e63493fafa,finanční makléř/finanční makléřka,http://data.europa.eu/esco/occupation/c01cdf85-3ce0-4d12-ae86-e4e63493fafa,3311.0,Zprostředkovatelé finančních transakcí a finanční makléři,,skos:broadMatch,
http://data.europa.eu/esco/isco/C8219,Montážní dělníci jinde neuvedení,http://data.europa.eu/esco/isco/C8219,8219.7,Montážní dělníci výrobků z kombinovaných materiálů,,skos:narrowMatch,
http://data.europa.eu/esco/occupation/9a6d8a84-a8a9-4c9b-9ead-59a710e93759,učitel v oboru obchod a marketing na odborné škole/učitelka v oboru obchod a marketing na odborné škole,http://data.europa.eu/esco/occupation/9a6d8a84-a8a9-4c9b-9ead-59a710e93759,2320,"Učitelé odborných předmětů, praktického vyučování, odborného výcviku (kromě pro žáky se speciálními vzdělávacími potřebami) a lektoři dalšího vzdělávání",,skos:broadMatch,
http://data.europa.eu/esco/occupation/d5ce0c23-6f8a-459f-9bf9-a7cb9768740a,osobní stylista/osobní stylistka,http://data.europa.eu/esco/occupation/d5ce0c23-6f8a-459f-9bf9-a7cb9768740a,5142,Kosmetici a pracovníci v příbuzných oborech,,skos:broadMatch,
http://data.europa.eu/esco/isco/C8311,Strojvedoucí a řidiči kolejových motorových vozíků,http://data.europa.eu/esco/isco/C8311,8311.1,Strojvedoucí důlní kolejové dopravy,,skos:narrowMatch,
http://data.europa.eu/esco/occupation/88721b6c-d2ce-41c6-8878-73c0d3aacf39,hasič/hasička,http://data.europa.eu/esco/occupation/88721b6c-d2ce-41c6-8878-73c0d3aacf39,5411.1,Příslušníci v jednotkách požární ochrany HZS ČR,,skos:narrowMatch,
http://data.europa.eu/esco/occupation/bd2c868c-371b-4958-83b4-012c52bc7faf,sólový komik/sólová komička,http://data.europa.eu/esco/occupation/bd2c868c-371b-4958-83b4-012c52bc7faf,2659.0,Výkonní umělci a příbuzní specialisté jinde neuvedení,,skos:broadMatch,
http://data.europa.eu/esco/occupation/b8db7ef4-4057-4e88-8e2a-105b4b59fb67,technik brzdových systémů automobilů/technička brzdových systémů automobilů,http://data.europa.eu/esco/occupation/b8db7ef4-4057-4e88-8e2a-105b4b59fb67,7231,Mechanici a opraváři motorových vozidel,,skos:broadMatch,
http://data.europa.eu/esco/occupation/dc3cc282-488d-4d8f-be80-191c6b521823,mistr sladovník/mistrová sladovnice,http://data.europa.eu/esco/occupation/dc3cc282-488d-4d8f-be80-191c6b521823,7515.3,Sládci a sladovníci,,skos:broadMatch,
http://data.europa.eu/esco/occupation/dc8ef7da-d2c0-4474-96a0-6d0385eeec1e,webmaster/webmasterka,http://data.europa.eu/esco/occupation/dc8ef7da-d2c0-4474-96a0-6d0385eeec1e,3514.0,Správci webu,,skos:exactMatch,
http://data.europa.eu/esco/occupation/8b8ae0a5-342c-43ae-b856-e1fea6fd6d1c,opravář elektrických nástrojů/opravářka elektrických nástrojů,http://data.europa.eu/esco/occupation/8b8ae0a5-342c-43ae-b856-e1fea6fd6d1c,7412.1,Elektromechanici elektrických zařízení (kromě zařízení v dopravních prostředcích),,skos:broadMatch,
http://data.europa.eu/esco/occupation/574f3232-1d07-4034-8cac-c57ddbfff192,analytický chemik/analytická chemička,http://data.europa.eu/esco/occupation/574f3232-1d07-4034-8cac-c57ddbfff192,2113.4,"Fyzikální chemici, chemici analytici",,skos:broadMatch,"doplnene, miro"
http://data.europa.eu/esco/isco/C2635,Specialisté v oblasti sociální práce a poradenství,http://data.europa.eu/esco/isco/C2635,2635.9,Ostatní specialisté v sociální oblasti,,skos:narrowMatch,
http://data.europa.eu/esco/occupation/eb00745b-9abb-4bd8-8291-aade48af029d,zkušební technik/zkušební technička,http://data.europa.eu/esco/occupation/eb00745b-9abb-4bd8-8291-aade48af029d,3112.5,"Stavební technici kontroly kvality, laboranti",,skos:closeMatch,v NSP Zkušební technik laborant ve stavebnictví pod 3112.5
http://data.europa.eu/esco/occupation/33e4f026-a823-4ffc-99e4-60d3fe597a1e,tester digitálních her/testerka digitálních her,http://data.europa.eu/esco/occupation/33e4f026-a823-4ffc-99e4-60d3fe597a1e,2519.0,Specialisté v oblasti testování softwaru a příbuzní pracovníci,,skos:broadMatch,
http://data.europa.eu/esco/occupation/f489b1ec-3d6c-44b1-b1d7-c6c97db7df30,lesník pro ochranu přírody a krajiny/lesnice pro ochranu přírody a krajiny,http://data.europa.eu/esco/occupation/f489b1ec-3d6c-44b1-b1d7-c6c97db7df30,6210.1,Kvalifikovaní pracovníci pro pěstění a ošetřování lesa,,skos:narrowMatch,
http://data.europa.eu/esco/occupation/59cfa27b-874f-48b7-8880-b65420239559,pyrotechnik/pyrotechnička,http://data.europa.eu/esco/occupation/59cfa27b-874f-48b7-8880-b65420239559,3435,Ostatní odborní pracovníci v oblasti umění a kultury,,skos:broadMatch,
http://data.europa.eu/esco/occupation/7259dc48-004a-4ceb-aa4e-5bbd548c2397,topenář/topenářka,http://data.europa.eu/esco/occupation/7259dc48-004a-4ceb-aa4e-5bbd548c2397,7126.4,Instalatéři ústředního topení,,skos:exactMatch,
http://data.europa.eu/esco/occupation/c0eb9240-4f70-4393-bdf0-723ce7fdbd36,obsluha strojů na výrobu desek z kompozitního dřeva,http://data.europa.eu/esco/occupation/c0eb9240-4f70-4393-bdf0-723ce7fdbd36,8172.0,Obsluha automatizovaných strojů a zařízení na prvotní zpracování dřeva,,skos:broadMatch,
http://data.europa.eu/esco/occupation/6f74ebc4-ab7e-42a8-ad94-921f3d0ef0c6,technik kanalizačních sítí/technička kanalizačních sítí,http://data.europa.eu/esco/occupation/6f74ebc4-ab7e-42a8-ad94-921f3d0ef0c6,7126.5,Potrubáři,,skos:broadMatch,
