497a65bf-04e5-48ed-939e-2a68419f8144,2145.1.7,oenoloog,http://data.europa.eu/esco/occupation/497a65bf-04e5-48ed-939e-2a68419f8144,b4c8930a-4295-4b8f-94df-f8e148373d08,OP-64,Brouwer van alcoholische dranken,Brasseur (h/f/x),,skos:narrowMatch,,Brasseur (h/f/x)
49c3db8c-c586-42d1-9726-f65d8303c0b1,2643.3,lexicograaf,http://data.europa.eu/esco/occupation/49c3db8c-c586-42d1-9726-f65d8303c0b1,1b104564-a1a0-450d-bbde-ad6cc5d33cbb,OP-432,Onderzoeker humane wetenschappen,Chercheur en sciences sociales ou humaines (h/f/x),,skos:narrowMatch,,Onderzoeker humane wetenschappen
49c3db8c-c586-42d1-9726-f65d8303c0b1,2643.3,lexicograaf,http://data.europa.eu/esco/occupation/49c3db8c-c586-42d1-9726-f65d8303c0b1,1b104564-a1a0-450d-bbde-ad6cc5d33cbb,OP-432,Onderzoeker humane wetenschappen,Chercheur en sciences sociales ou humaines (h/f/x),,skos:narrowMatch,,Chercheur en sciences sociales ou humaines (h/f/x)
49ca9fe4-4513-4657-b27f-eaad11e6158a,1431.2.4,loterijmanager,http://data.europa.eu/esco/occupation/49ca9fe4-4513-4657-b27f-eaad11e6158a,63a5cd7c-7981-4da5-ae20-cb0ae913fb4d,OP-259,Winkelmanager,Responsable de magasin (h/f/x),,skos:closeMatch,,Winkelmanager
49ca9fe4-4513-4657-b27f-eaad11e6158a,1431.2.4,loterijmanager,http://data.europa.eu/esco/occupation/49ca9fe4-4513-4657-b27f-eaad11e6158a,63a5cd7c-7981-4da5-ae20-cb0ae913fb4d,OP-259,Winkelmanager,Responsable de magasin (h/f/x),,skos:closeMatch,,Responsable de magasin (h/f/x)
49ca9fe4-4513-4657-b27f-eaad11e6158a,1431.2.4,loterijmanager,http://data.europa.eu/esco/occupation/49ca9fe4-4513-4657-b27f-eaad11e6158a,0ee70230-5aa7-4fe1-9ad5-e0b31d0d9521,OP-320,"Verantwoordelijke sport-, recreatieve of toeristische accommodatie",Gérant de structure de loisirs ou d'hébergement touristique (h/f/x),,skos:narrowMatch,,"Verantwoordelijke sport-, recreatieve of toeristische accommodatie"
49ca9fe4-4513-4657-b27f-eaad11e6158a,1431.2.4,loterijmanager,http://data.europa.eu/esco/occupation/49ca9fe4-4513-4657-b27f-eaad11e6158a,0ee70230-5aa7-4fe1-9ad5-e0b31d0d9521,OP-320,"Verantwoordelijke sport-, recreatieve of toeristische accommodatie",Gérant de structure de loisirs ou d'hébergement touristique (h/f/x),,skos:narrowMatch,,Gérant de structure de loisirs ou d'hébergement touristique (h/f/x)
4a1125ee-5728-4b1f-b655-7b8eb2e27660,5246.2,teamleider in fastfoodrestaurants en snackbars,http://data.europa.eu/esco/occupation/4a1125ee-5728-4b1f-b655-7b8eb2e27660,be3c8743-79ff-4b7e-8260-65bac64b2fb4,OP-319,Horecamanager,Manager horeca (h/f/x),,skos:narrowMatch,,Horecamanager
4a1125ee-5728-4b1f-b655-7b8eb2e27660,5246.2,teamleider in fastfoodrestaurants en snackbars,http://data.europa.eu/esco/occupation/4a1125ee-5728-4b1f-b655-7b8eb2e27660,be3c8743-79ff-4b7e-8260-65bac64b2fb4,OP-319,Horecamanager,Manager horeca (h/f/x),,skos:narrowMatch,,Manager horeca (h/f/x)
4a13bafa-a2ac-4864-a278-176ea5969280,2433.6.3,"vertegenwoordiger ijzerwaren, sanitaire en verwarmingsinstallaties",http://data.europa.eu/esco/occupation/4a13bafa-a2ac-4864-a278-176ea5969280,54a6cf77-d3ff-4691-b03d-f9e30b4790ef,OP-116,Vertegenwoordiger B2B,Délégué commercial grands comptes et entreprises (h/f/x),,skos:narrowMatch,,Vertegenwoordiger B2B
4a13bafa-a2ac-4864-a278-176ea5969280,2433.6.3,"vertegenwoordiger ijzerwaren, sanitaire en verwarmingsinstallaties",http://data.europa.eu/esco/occupation/4a13bafa-a2ac-4864-a278-176ea5969280,54a6cf77-d3ff-4691-b03d-f9e30b4790ef,OP-116,Vertegenwoordiger B2B,Délégué commercial grands comptes et entreprises (h/f/x),,skos:narrowMatch,,Délégué commercial grands comptes et entreprises (h/f/x)
4a30b421-2fda-42d6-b7e1-1c31753f061d,8142.8,productiemedewerker isolatiebuizen,http://data.europa.eu/esco/occupation/4a30b421-2fda-42d6-b7e1-1c31753f061d,93b62964-c417-4c25-8bc4-45b8eaa2b72b,OP-221,Productiemedewerker kunststofverwerking,Conducteur d'équipement de formage des plastiques et caoutchoucs (h/f/x),,skos:narrowMatch,,Productiemedewerker kunststofverwerking
4a30b421-2fda-42d6-b7e1-1c31753f061d,8142.8,productiemedewerker isolatiebuizen,http://data.europa.eu/esco/occupation/4a30b421-2fda-42d6-b7e1-1c31753f061d,93b62964-c417-4c25-8bc4-45b8eaa2b72b,OP-221,Productiemedewerker kunststofverwerking,Conducteur d'équipement de formage des plastiques et caoutchoucs (h/f/x),,skos:narrowMatch,,Conducteur d'équipement de formage des plastiques et caoutchoucs (h/f/x)
4a30b421-2fda-42d6-b7e1-1c31753f061d,8142.8,productiemedewerker isolatiebuizen,http://data.europa.eu/esco/occupation/4a30b421-2fda-42d6-b7e1-1c31753f061d,0a79b1ba-3268-4918-965a-ff33474913d3,OP-224,Productieoperator-machineregelaar kunststoffen,Opérateur Régleur de production de plastiques (h/f/x),,skos:narrowMatch,,Productieoperator-machineregelaar kunststoffen
4a30b421-2fda-42d6-b7e1-1c31753f061d,8142.8,productiemedewerker isolatiebuizen,http://data.europa.eu/esco/occupation/4a30b421-2fda-42d6-b7e1-1c31753f061d,0a79b1ba-3268-4918-965a-ff33474913d3,OP-224,Productieoperator-machineregelaar kunststoffen,Opérateur Régleur de production de plastiques (h/f/x),,skos:narrowMatch,,Opérateur Régleur de production de plastiques (h/f/x)
4a375b68-88a0-4e5f-99ce-9b01341dfb81,2149.9,materiaalkundig ingenieur,http://data.europa.eu/esco/occupation/4a375b68-88a0-4e5f-99ce-9b01341dfb81,10203e69-1230-448a-af29-6981b7f8aa23,OP-95,Proces- en productontwikkelaar,Responsable de recherche et développement en industrie (h/f/x),,skos:narrowMatch,,Proces- en productontwikkelaar
4a375b68-88a0-4e5f-99ce-9b01341dfb81,2149.9,materiaalkundig ingenieur,http://data.europa.eu/esco/occupation/4a375b68-88a0-4e5f-99ce-9b01341dfb81,10203e69-1230-448a-af29-6981b7f8aa23,OP-95,Proces- en productontwikkelaar,Responsable de recherche et développement en industrie (h/f/x),,skos:narrowMatch,,Responsable de recherche et développement en industrie (h/f/x)
4a5b3686-eea4-4ba0-b446-33f7b6a95aed,3212.1.1,obductieassistent,http://data.europa.eu/esco/occupation/4a5b3686-eea4-4ba0-b446-33f7b6a95aed,fbb0d241-7b36-4751-acc5-4c2b4c593a05,OP-168,Medisch laboratorium technoloog,Technologue de laboratoire médical (h/f/x),,skos:narrowMatch,,Medisch laboratorium technoloog
4a5b3686-eea4-4ba0-b446-33f7b6a95aed,3212.1.1,obductieassistent,http://data.europa.eu/esco/occupation/4a5b3686-eea4-4ba0-b446-33f7b6a95aed,fbb0d241-7b36-4751-acc5-4c2b4c593a05,OP-168,Medisch laboratorium technoloog,Technologue de laboratoire médical (h/f/x),,skos:narrowMatch,,Technologue de laboratoire médical (h/f/x)
4ac3c3a0-eb56-491f-8d21-1e5539a05b54,5164.2.1.2,paardentrainer,http://data.europa.eu/esco/occupation/4ac3c3a0-eb56-491f-8d21-1e5539a05b54,d7192d62-093e-447e-821d-dfd8661f32cf,OP-44,Vee- en paardenhouder,Eleveur bovin ou équin (h/f/x),,skos:closeMatch,,Vee- en paardenhouder
4ac3c3a0-eb56-491f-8d21-1e5539a05b54,5164.2.1.2,paardentrainer,http://data.europa.eu/esco/occupation/4ac3c3a0-eb56-491f-8d21-1e5539a05b54,d7192d62-093e-447e-821d-dfd8661f32cf,OP-44,Vee- en paardenhouder,Eleveur bovin ou équin (h/f/x),,skos:closeMatch,,Eleveur bovin ou équin (h/f/x)
4ae470fc-bcf8-4704-abd5-e086ebb1552c,2431.12,manager ledenadministratie,http://data.europa.eu/esco/occupation/4ae470fc-bcf8-4704-abd5-e086ebb1552c,d4dc52c2-c651-4c1b-900b-3c8131eb5c20,OP-374,Marketingmanager,Directeur du marketing (h/f/x),,skos:narrowMatch,,Marketingmanager
4ae470fc-bcf8-4704-abd5-e086ebb1552c,2431.12,manager ledenadministratie,http://data.europa.eu/esco/occupation/4ae470fc-bcf8-4704-abd5-e086ebb1552c,d4dc52c2-c651-4c1b-900b-3c8131eb5c20,OP-374,Marketingmanager,Directeur du marketing (h/f/x),,skos:narrowMatch,,Directeur du marketing (h/f/x)
4b3201cb-ffc5-4f61-9fc3-5c0f0038fa5f,2511.7,ict business analysis manager,http://data.europa.eu/esco/occupation/4b3201cb-ffc5-4f61-9fc3-5c0f0038fa5f,4cc66779-d4a1-4a8a-8516-291d9a60c923,OP-358,Business analist,Business Analyst (h/f/x),,skos:narrowMatch,,Business analist
4b3201cb-ffc5-4f61-9fc3-5c0f0038fa5f,2511.7,ict business analysis manager,http://data.europa.eu/esco/occupation/4b3201cb-ffc5-4f61-9fc3-5c0f0038fa5f,4cc66779-d4a1-4a8a-8516-291d9a60c923,OP-358,Business analist,Business Analyst (h/f/x),,skos:narrowMatch,,Business Analyst (h/f/x)
4b709f9e-6112-4d58-81b0-2d6e6a69d61b,2145.1.4,voedingstechnoloog,http://data.europa.eu/esco/occupation/4b709f9e-6112-4d58-81b0-2d6e6a69d61b,28b0b0c6-0d84-4746-a1a5-bb25e7ef30a6,OP-117,Technicus onderzoek en ontwikkeling in de procesindustrie,Technicien en recherche et développement dans l'industrie de transformation (h/f/x),,skos:narrowMatch,,Technicus onderzoek en ontwikkeling in de procesindustrie
4b709f9e-6112-4d58-81b0-2d6e6a69d61b,2145.1.4,voedingstechnoloog,http://data.europa.eu/esco/occupation/4b709f9e-6112-4d58-81b0-2d6e6a69d61b,28b0b0c6-0d84-4746-a1a5-bb25e7ef30a6,OP-117,Technicus onderzoek en ontwikkeling in de procesindustrie,Technicien en recherche et développement dans l'industrie de transformation (h/f/x),,skos:narrowMatch,,Technicien en recherche et développement dans l'industrie de transformation (h/f/x)
4b759f0e-8fec-4cf5-80d4-d112a9fd4e51,2114.1.8,oceanograaf,http://data.europa.eu/esco/occupation/4b759f0e-8fec-4cf5-80d4-d112a9fd4e51,6c5df307-5fc5-4dab-9039-1e41585472d0,OP-434,Onderzoeker exacte wetenschappen,Chercheur en sciences exactes (h/f/x),,skos:narrowMatch,,Onderzoeker exacte wetenschappen
4b759f0e-8fec-4cf5-80d4-d112a9fd4e51,2114.1.8,oceanograaf,http://data.europa.eu/esco/occupation/4b759f0e-8fec-4cf5-80d4-d112a9fd4e51,6c5df307-5fc5-4dab-9039-1e41585472d0,OP-434,Onderzoeker exacte wetenschappen,Chercheur en sciences exactes (h/f/x),,skos:narrowMatch,,Chercheur en sciences exactes (h/f/x)
4b759f0e-8fec-4cf5-80d4-d112a9fd4e51,2114.1.8,oceanograaf,http://data.europa.eu/esco/occupation/4b759f0e-8fec-4cf5-80d4-d112a9fd4e51,eb479b8d-2928-4c66-9852-16d63eaf16e0,OP-650,Meteoroloog,Météorologue (h/f/x),,skos:narrowMatch,,Meteoroloog
4b759f0e-8fec-4cf5-80d4-d112a9fd4e51,2114.1.8,oceanograaf,http://data.europa.eu/esco/occupation/4b759f0e-8fec-4cf5-80d4-d112a9fd4e51,eb479b8d-2928-4c66-9852-16d63eaf16e0,OP-650,Meteoroloog,Météorologue (h/f/x),,skos:narrowMatch,,Météorologue (h/f/x)
4b8dced3-ac9e-445d-8787-e07daf52e295,3111.6,laboratoriumtechnicus lederwaren,http://data.europa.eu/esco/occupation/4b8dced3-ac9e-445d-8787-e07daf52e295,30912c2e-2ea1-430b-a2f2-c65feb49befb,OP-94,Technicus soepele materialen,Technicien d'études en industrie des matériaux souples (h/f/x),,skos:narrowMatch,,Technicus soepele materialen
4b8dced3-ac9e-445d-8787-e07daf52e295,3111.6,laboratoriumtechnicus lederwaren,http://data.europa.eu/esco/occupation/4b8dced3-ac9e-445d-8787-e07daf52e295,30912c2e-2ea1-430b-a2f2-c65feb49befb,OP-94,Technicus soepele materialen,Technicien d'études en industrie des matériaux souples (h/f/x),,skos:narrowMatch,,Technicien d'études en industrie des matériaux souples (h/f/x)
4bc4170d-f4df-44e4-a3be-394242ae3017,3311.3.4,effectenhandelaar,http://data.europa.eu/esco/occupation/4bc4170d-f4df-44e4-a3be-394242ae3017,f7922499-ca6b-48a4-956f-0ed7ac1b244c,OP-76,Agent financiële markten,Agent sur les marchés financiers (h/f/x),,skos:narrowMatch,,Agent financiële markten
4bc4170d-f4df-44e4-a3be-394242ae3017,3311.3.4,effectenhandelaar,http://data.europa.eu/esco/occupation/4bc4170d-f4df-44e4-a3be-394242ae3017,f7922499-ca6b-48a4-956f-0ed7ac1b244c,OP-76,Agent financiële markten,Agent sur les marchés financiers (h/f/x),,skos:narrowMatch,,Agent sur les marchés financiers (h/f/x)
4bdc4e52-1c9c-4d80-898a-18522d905fee,2635.3.26,maatschappelijk werker jeugddelinquentie,http://data.europa.eu/esco/occupation/4bdc4e52-1c9c-4d80-898a-18522d905fee,40e1896b-ab2d-419e-a922-d8ba8034f2b9,OP-417,Opvoeder-begeleider,Éducateur-accompagnateur (h/f/x),,skos:narrowMatch,,Opvoeder-begeleider
4bdc4e52-1c9c-4d80-898a-18522d905fee,2635.3.26,maatschappelijk werker jeugddelinquentie,http://data.europa.eu/esco/occupation/4bdc4e52-1c9c-4d80-898a-18522d905fee,40e1896b-ab2d-419e-a922-d8ba8034f2b9,OP-417,Opvoeder-begeleider,Éducateur-accompagnateur (h/f/x),,skos:narrowMatch,,Éducateur-accompagnateur (h/f/x)
4be03a63-0423-4e50-acbf-aec405bb0741,3154.1.1,officer Luchtvaartinformatiedienst,http://data.europa.eu/esco/occupation/4be03a63-0423-4e50-acbf-aec405bb0741,b420429e-164a-4a2f-aaaa-1e12a4f6d207,OP-437,Luchtverkeersleider,Contrôleur aérien (h/f/x),,skos:narrowMatch,,Luchtverkeersleider
4be03a63-0423-4e50-acbf-aec405bb0741,3154.1.1,officer Luchtvaartinformatiedienst,http://data.europa.eu/esco/occupation/4be03a63-0423-4e50-acbf-aec405bb0741,b420429e-164a-4a2f-aaaa-1e12a4f6d207,OP-437,Luchtverkeersleider,Contrôleur aérien (h/f/x),,skos:narrowMatch,,Contrôleur aérien (h/f/x)
4be368e3-badb-4b9f-9d0a-4d0f7565540a,2149.8.1,ingenieur brandveiligheid,http://data.europa.eu/esco/occupation/4be368e3-badb-4b9f-9d0a-4d0f7565540a,c1d979bb-82f5-45fd-ae4a-934a89d08343,OP-141,"Deskundige veiligheid, hygiëne en leefmilieu","Expert en sécurité, hygiène et environnement (h/f/x)",,skos:narrowMatch,,"Deskundige veiligheid, hygiëne en leefmilieu"
4be368e3-badb-4b9f-9d0a-4d0f7565540a,2149.8.1,ingenieur brandveiligheid,http://data.europa.eu/esco/occupation/4be368e3-badb-4b9f-9d0a-4d0f7565540a,c1d979bb-82f5-45fd-ae4a-934a89d08343,OP-141,"Deskundige veiligheid, hygiëne en leefmilieu","Expert en sécurité, hygiène et environnement (h/f/x)",,skos:narrowMatch,,"Expert en sécurité, hygiène et environnement (h/f/x)"
4bef1707-a251-427e-9d8b-96595ec38d45,2641.1,redacteur uitgeverij,http://data.europa.eu/esco/occupation/4bef1707-a251-427e-9d8b-96595ec38d45,77b9e2fe-45de-4096-a216-6e9b74d770ed,OP-273,Uitgever,Éditeur (h/f/x),,skos:narrowMatch,,Uitgever
4bef1707-a251-427e-9d8b-96595ec38d45,2641.1,redacteur uitgeverij,http://data.europa.eu/esco/occupation/4bef1707-a251-427e-9d8b-96595ec38d45,77b9e2fe-45de-4096-a216-6e9b74d770ed,OP-273,Uitgever,Éditeur (h/f/x),,skos:narrowMatch,,Éditeur (h/f/x)
4c313f2a-704e-4d3c-a7c2-98e1b93c9e94,1324.3.2.25,import-exportmanager kantoormeubelen,http://data.europa.eu/esco/occupation/4c313f2a-704e-4d3c-a7c2-98e1b93c9e94,ac06a4bd-017b-49bb-9808-a74c1fe63823,OP-402,Medewerker internationaal goederenverkeer,Agent de transit (h/f/x),,skos:closeMatch,,Medewerker internationaal goederenverkeer
4c313f2a-704e-4d3c-a7c2-98e1b93c9e94,1324.3.2.25,import-exportmanager kantoormeubelen,http://data.europa.eu/esco/occupation/4c313f2a-704e-4d3c-a7c2-98e1b93c9e94,ac06a4bd-017b-49bb-9808-a74c1fe63823,OP-402,Medewerker internationaal goederenverkeer,Agent de transit (h/f/x),,skos:closeMatch,,Agent de transit (h/f/x)
4c40c1e8-0584-4a77-8ca3-ec82538f9488,2635.3.1,uitkeringsconsulent,http://data.europa.eu/esco/occupation/4c40c1e8-0584-4a77-8ca3-ec82538f9488,fe40695e-adcb-4bea-b1b4-cd17f52a0fe0,OP-332,Maatschappelijk werker,Assistant social (h/f/x),,skos:narrowMatch,,Maatschappelijk werker
4c40c1e8-0584-4a77-8ca3-ec82538f9488,2635.3.1,uitkeringsconsulent,http://data.europa.eu/esco/occupation/4c40c1e8-0584-4a77-8ca3-ec82538f9488,fe40695e-adcb-4bea-b1b4-cd17f52a0fe0,OP-332,Maatschappelijk werker,Assistant social (h/f/x),,skos:narrowMatch,,Assistant social (h/f/x)
4c6b3657-316e-43b5-872a-ea763411190d,3322.1.1,commercieel vertegenwoordiger elektriciteit,http://data.europa.eu/esco/occupation/4c6b3657-316e-43b5-872a-ea763411190d,54a6cf77-d3ff-4691-b03d-f9e30b4790ef,OP-116,Vertegenwoordiger B2B,Délégué commercial grands comptes et entreprises (h/f/x),,skos:narrowMatch,,Vertegenwoordiger B2B
4c6b3657-316e-43b5-872a-ea763411190d,3322.1.1,commercieel vertegenwoordiger elektriciteit,http://data.europa.eu/esco/occupation/4c6b3657-316e-43b5-872a-ea763411190d,54a6cf77-d3ff-4691-b03d-f9e30b4790ef,OP-116,Vertegenwoordiger B2B,Délégué commercial grands comptes et entreprises (h/f/x),,skos:narrowMatch,,Délégué commercial grands comptes et entreprises (h/f/x)
4c715719-3c3f-4058-ba00-9b2ef34848e8,2412.5.4,relatiebeheerder beleggingen,http://data.europa.eu/esco/occupation/4c715719-3c3f-4058-ba00-9b2ef34848e8,daacc288-0a69-4edd-a552-5986695970e8,OP-33,Financieel manager,Responsable des finances (h/f/x),,skos:narrowMatch,,Financieel manager
4c715719-3c3f-4058-ba00-9b2ef34848e8,2412.5.4,relatiebeheerder beleggingen,http://data.europa.eu/esco/occupation/4c715719-3c3f-4058-ba00-9b2ef34848e8,daacc288-0a69-4edd-a552-5986695970e8,OP-33,Financieel manager,Responsable des finances (h/f/x),,skos:narrowMatch,,Responsable des finances (h/f/x)
4c86c7c1-0839-456e-856f-65396d1f39d7,8151.4,operator wikkelmachine textielindustrie,http://data.europa.eu/esco/occupation/4c86c7c1-0839-456e-856f-65396d1f39d7,134f4ca1-6aa5-4136-8eea-d9ad3b6e9880,OP-311,Operator voorbereiding en bevoorrading weverij,Opérateur en préparation et approvisionnement de tissage (h/f/x),,skos:narrowMatch,,Operator voorbereiding en bevoorrading weverij
4c86c7c1-0839-456e-856f-65396d1f39d7,8151.4,operator wikkelmachine textielindustrie,http://data.europa.eu/esco/occupation/4c86c7c1-0839-456e-856f-65396d1f39d7,134f4ca1-6aa5-4136-8eea-d9ad3b6e9880,OP-311,Operator voorbereiding en bevoorrading weverij,Opérateur en préparation et approvisionnement de tissage (h/f/x),,skos:narrowMatch,,Opérateur en préparation et approvisionnement de tissage (h/f/x)
4c9ca706-3973-4926-854d-44011662ca83,3112.1.7,technicus brandbeveiligingssystemen,http://data.europa.eu/esco/occupation/4c9ca706-3973-4926-854d-44011662ca83,3874d129-378d-4408-9505-0f8b3e31a152,OP-676,Beveiligingstechnicus,Installateur de systèmes de sécurité (h/f/x),,skos:narrowMatch,,Beveiligingstechnicus
4c9ca706-3973-4926-854d-44011662ca83,3112.1.7,technicus brandbeveiligingssystemen,http://data.europa.eu/esco/occupation/4c9ca706-3973-4926-854d-44011662ca83,3874d129-378d-4408-9505-0f8b3e31a152,OP-676,Beveiligingstechnicus,Installateur de systèmes de sécurité (h/f/x),,skos:narrowMatch,,Installateur de systèmes de sécurité (h/f/x)
4ca8ba6c-dc55-40c0-ae6c-d55c94dd2e03,2422.7,inlichtingsofficier,http://data.europa.eu/esco/occupation/4ca8ba6c-dc55-40c0-ae6c-d55c94dd2e03,9a09be3f-d159-4c5f-b5be-61853e261707,OP-646,Analist communicatie- en informatiesystemen defensie-veiligheid,Analyste des systèmes de communication et d'information défense-sécurité (h/f/x),,skos:closeMatch,,Analist communicatie- en informatiesystemen defensie-veiligheid
4ca8ba6c-dc55-40c0-ae6c-d55c94dd2e03,2422.7,inlichtingsofficier,http://data.europa.eu/esco/occupation/4ca8ba6c-dc55-40c0-ae6c-d55c94dd2e03,9a09be3f-d159-4c5f-b5be-61853e261707,OP-646,Analist communicatie- en informatiesystemen defensie-veiligheid,Analyste des systèmes de communication et d'information défense-sécurité (h/f/x),,skos:closeMatch,,Analyste des systèmes de communication et d'information défense-sécurité (h/f/x)
4cc98057-8ed5-4b45-855b-7a67bc2e5bae,2642.1.11,buitenlands correspondent,http://data.europa.eu/esco/occupation/4cc98057-8ed5-4b45-855b-7a67bc2e5bae,9d6eb140-dd25-4e98-af0c-30b66d0e243c,OP-278,Journalist-redacteur,Journaliste-rédacteur (h/f/x),,skos:narrowMatch,,Journalist-redacteur
4cc98057-8ed5-4b45-855b-7a67bc2e5bae,2642.1.11,buitenlands correspondent,http://data.europa.eu/esco/occupation/4cc98057-8ed5-4b45-855b-7a67bc2e5bae,9d6eb140-dd25-4e98-af0c-30b66d0e243c,OP-278,Journalist-redacteur,Journaliste-rédacteur (h/f/x),,skos:narrowMatch,,Journaliste-rédacteur (h/f/x)
4ce42c3c-8a46-40b6-9274-1f5cee3c5cba,2250.4,officiële dierenarts,http://data.europa.eu/esco/occupation/4ce42c3c-8a46-40b6-9274-1f5cee3c5cba,afc1dba7-29b1-46f9-b680-0d0738464935,OP-183,Dierenarts,Vétérinaire (h/f/x),,skos:narrowMatch,,Dierenarts
4ce42c3c-8a46-40b6-9274-1f5cee3c5cba,2250.4,officiële dierenarts,http://data.europa.eu/esco/occupation/4ce42c3c-8a46-40b6-9274-1f5cee3c5cba,afc1dba7-29b1-46f9-b680-0d0738464935,OP-183,Dierenarts,Vétérinaire (h/f/x),,skos:narrowMatch,,Vétérinaire (h/f/x)
4cf7be91-fed9-47a7-9ca9-e74c7eb6becb,3118.1,technicus 3D-printing,http://data.europa.eu/esco/occupation/4cf7be91-fed9-47a7-9ca9-e74c7eb6becb,f8e6669d-db4d-4ddb-a31a-26e55bfeaaf9,OP-106,Technicus ontwerper industriële automatisering,Technicien d'études et conception en automatisme (h/f/x),,skos:narrowMatch,,Technicus ontwerper industriële automatisering
4cf7be91-fed9-47a7-9ca9-e74c7eb6becb,3118.1,technicus 3D-printing,http://data.europa.eu/esco/occupation/4cf7be91-fed9-47a7-9ca9-e74c7eb6becb,f8e6669d-db4d-4ddb-a31a-26e55bfeaaf9,OP-106,Technicus ontwerper industriële automatisering,Technicien d'études et conception en automatisme (h/f/x),,skos:narrowMatch,,Technicien d'études et conception en automatisme (h/f/x)
4d102082-8d43-4c59-81ab-08a7509f3c40,3521.1.2,geluidsman,http://data.europa.eu/esco/occupation/4d102082-8d43-4c59-81ab-08a7509f3c40,72820483-26b2-41ff-a717-35237064c0bf,OP-409,Geluidstechnicus podium- en audiovisuele producties,Ingénieur du son spectacle (h/f/x),,skos:narrowMatch,,Geluidstechnicus podium- en audiovisuele producties
4d102082-8d43-4c59-81ab-08a7509f3c40,3521.1.2,geluidsman,http://data.europa.eu/esco/occupation/4d102082-8d43-4c59-81ab-08a7509f3c40,72820483-26b2-41ff-a717-35237064c0bf,OP-409,Geluidstechnicus podium- en audiovisuele producties,Ingénieur du son spectacle (h/f/x),,skos:narrowMatch,,Ingénieur du son spectacle (h/f/x)
4d27152a-a8ee-4f5a-9f93-a2fb4fb2b2e3,5312.1,onderwijsassistent,http://data.europa.eu/esco/occupation/4d27152a-a8ee-4f5a-9f93-a2fb4fb2b2e3,df220eb6-68bd-4ae5-8830-abea18cf0c63,OP-276,Kinderbegeleider baby's en peuters,Accompagnateur d'enfants bébés et bambins (h/f/x),,skos:narrowMatch,,Kinderbegeleider baby's en peuters
4d27152a-a8ee-4f5a-9f93-a2fb4fb2b2e3,5312.1,onderwijsassistent,http://data.europa.eu/esco/occupation/4d27152a-a8ee-4f5a-9f93-a2fb4fb2b2e3,df220eb6-68bd-4ae5-8830-abea18cf0c63,OP-276,Kinderbegeleider baby's en peuters,Accompagnateur d'enfants bébés et bambins (h/f/x),,skos:narrowMatch,,Accompagnateur d'enfants bébés et bambins (h/f/x)
4d34a9ee-2653-4da0-bef7-f59294577224,2152.1,elektronica-ingenieur,http://data.europa.eu/esco/occupation/4d34a9ee-2653-4da0-bef7-f59294577224,237e4c85-b9a0-48da-a112-3724d479dae8,OP-62,"Tekenaar-ontwerper elektriciteit, elektronica",Dessinateur-concepteur en électricité et électronique (h/f/x),,skos:closeMatch,,"Tekenaar-ontwerper elektriciteit, elektronica"
4d34a9ee-2653-4da0-bef7-f59294577224,2152.1,elektronica-ingenieur,http://data.europa.eu/esco/occupation/4d34a9ee-2653-4da0-bef7-f59294577224,237e4c85-b9a0-48da-a112-3724d479dae8,OP-62,"Tekenaar-ontwerper elektriciteit, elektronica",Dessinateur-concepteur en électricité et électronique (h/f/x),,skos:closeMatch,,Dessinateur-concepteur en électricité et électronique (h/f/x)
4d34a9ee-2653-4da0-bef7-f59294577224,2152.1,elektronica-ingenieur,http://data.europa.eu/esco/occupation/4d34a9ee-2653-4da0-bef7-f59294577224,10203e69-1230-448a-af29-6981b7f8aa23,OP-95,Proces- en productontwikkelaar,Responsable de recherche et développement en industrie (h/f/x),,skos:narrowMatch,,Proces- en productontwikkelaar
4d34a9ee-2653-4da0-bef7-f59294577224,2152.1,elektronica-ingenieur,http://data.europa.eu/esco/occupation/4d34a9ee-2653-4da0-bef7-f59294577224,10203e69-1230-448a-af29-6981b7f8aa23,OP-95,Proces- en productontwikkelaar,Responsable de recherche et développement en industrie (h/f/x),,skos:narrowMatch,,Responsable de recherche et développement en industrie (h/f/x)
4d4b243f-6c3b-48c3-a564-2e7f2d592a3c,2166.4.5,production designer,http://data.europa.eu/esco/occupation/4d4b243f-6c3b-48c3-a564-2e7f2d592a3c,d1c2239a-806b-4f6c-87fb-16f0ee4fedda,OP-390,Decorbouwer-rekwisiteur,Décorateur et accessoiriste spectacle (h/f/x),,skos:closeMatch,,Decorbouwer-rekwisiteur
4d4b243f-6c3b-48c3-a564-2e7f2d592a3c,2166.4.5,production designer,http://data.europa.eu/esco/occupation/4d4b243f-6c3b-48c3-a564-2e7f2d592a3c,d1c2239a-806b-4f6c-87fb-16f0ee4fedda,OP-390,Decorbouwer-rekwisiteur,Décorateur et accessoiriste spectacle (h/f/x),,skos:closeMatch,,Décorateur et accessoiriste spectacle (h/f/x)
4d5bd738-9202-4fd7-bd8c-7dbe914048de,2144.1.2,landbouwkundig ingenieur,http://data.europa.eu/esco/occupation/4d5bd738-9202-4fd7-bd8c-7dbe914048de,43490d39-3388-4743-bc71-e4bbdaa37b6c,OP-177,Landbouwkundig onderzoeker,Chargé d'études en agronomie (h/f/x),,skos:closeMatch,,Landbouwkundig onderzoeker
